location,date,total_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_smoothed_per_million,icu_patients_per_million,hosp_patients_per_million,total_vaccinations_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,hospital_beds_per_thousand,population
Australia,2020-01-03,,,,,,,,,,,,0.0,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-01-04,,,,,,,,,,,,0.0,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-01-05,,,,,,,,,,,,0.0,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-01-06,,,,,,,,,,,,0.0,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-01-07,,,,,,,,,,,,0.0,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-01-08,,0.0,,0.0,,,,,,,,0.0,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-01-09,,0.0,,0.0,,,,,,,,0.0,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-01-10,,0.0,,0.0,,,,,,,,0.0,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-01-11,,0.0,,0.0,,,,,,,,0.0,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-01-12,,0.0,,0.0,,,,,,,,0.0,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-01-13,,0.0,,0.0,,,,,,,,0.0,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-01-14,,0.0,,0.0,,,,,,,,0.0,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-01-15,,0.0,,0.0,,,,,,,,0.0,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-01-16,,0.0,,0.0,,,,,,,,0.0,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-01-17,,0.0,,0.0,,,,,,,,0.0,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-01-18,,0.0,,0.0,,,,,,,,0.0,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-01-19,,0.0,,0.0,,,,,,,,0.0,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-01-20,,0.0,,0.0,,,,,,,,0.0,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-01-21,,0.0,,0.0,,,,,,,,0.0,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-01-22,,0.0,,0.0,,,,,,,,0.0,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-01-23,,0.0,,0.0,,,,,,,,0.0,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-01-24,,0.0,,0.0,,,,,,,,0.0,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-01-25,0.038,0.005,,0.0,,,,,,,,5.56,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-01-26,0.153,0.022,,0.0,,,,,,,,5.56,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-01-27,0.153,0.022,,0.0,,,,,,,,5.56,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-01-28,0.191,0.027,,0.0,,,,,,,,5.56,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-01-29,0.191,0.027,,0.0,,,,,,,,5.56,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-01-30,0.267,0.038,,0.0,,,,,,,,5.56,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-01-31,0.344,0.049,,0.0,,,,,,,,5.56,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-02-01,0.344,0.044,,0.0,,,,,,,,13.89,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-02-02,0.458,0.044,,0.0,,,,,,,,13.89,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-02-03,0.458,0.044,,0.0,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-02-04,0.458,0.038,,0.0,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-02-05,0.497,0.044,,0.0,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-02-06,0.535,0.038,,0.0,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-02-07,0.573,0.033,,0.0,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-02-08,0.573,0.033,,0.0,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-02-09,0.573,0.016,,0.0,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-02-10,0.573,0.016,,0.0,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-02-11,0.573,0.016,,0.0,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-02-12,0.573,0.011,,0.0,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-02-13,0.573,0.005,,0.0,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-02-14,0.573,0.0,,0.0,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-02-15,0.573,0.0,,0.0,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-02-16,0.573,0.0,,0.0,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-02-17,0.573,0.0,,0.0,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-02-18,0.573,0.0,,0.0,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-02-19,0.573,0.0,,0.0,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-02-20,0.573,0.0,,0.0,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-02-21,0.573,0.0,,0.0,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-02-22,0.802,0.033,,0.0,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-02-23,0.84,0.038,,0.0,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-02-24,0.84,0.038,,0.0,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-02-25,0.84,0.038,,0.0,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-02-26,0.879,0.044,,0.0,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-02-27,0.879,0.044,,0.0,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-02-28,0.879,0.044,,0.0,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-02-29,0.955,0.022,,0.0,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-03-01,0.955,0.016,,0.0,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-03-02,1.108,0.038,0.038,0.005,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-03-03,1.108,0.038,0.038,0.005,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-03-04,1.261,0.055,0.076,0.011,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-03-05,1.643,0.109,0.076,0.011,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-03-06,2.177,0.186,0.076,0.011,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-03-07,2.407,0.207,0.115,0.016,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-03-08,2.674,0.246,0.153,0.022,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-03-09,2.941,0.262,0.153,0.016,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-03-10,3.514,0.344,0.153,0.016,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-03-11,3.82,0.366,0.153,0.011,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-03-12,4.661,0.431,0.153,0.011,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-03-13,5.348,0.453,0.153,0.011,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-03-14,7.526,0.731,0.229,0.016,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-03-15,9.512,0.977,0.267,0.016,,,,,,,,19.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-03-16,11.384,1.206,0.267,0.016,,,,,,,,30.56,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-03-17,12.835,1.332,0.267,0.016,,,,,,,,30.56,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-03-18,15.815,1.714,0.306,0.022,,,,,,,,36.11,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-03-19,21.583,2.418,0.306,0.022,,,,,,,,44.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-03-20,26.397,3.007,0.344,0.027,,,,,,,,47.22,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-03-21,33.349,3.689,0.344,0.016,,,,,,,,47.22,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-03-22,41.295,4.54,0.344,0.011,,,,,,,,47.22,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-03-23,53.328,5.992,0.344,0.011,,,,,,,,52.78,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-03-24,65.285,7.493,0.344,0.011,,,,,,,,71.3,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-03-25,86.028,10.03,0.382,0.011,,,,,,,,71.3,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-03-26,92.561,10.14,0.42,0.016,,,,,,,,71.3,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-03-27,114.03,12.519,0.573,0.033,,,,,,,,71.3,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-03-28,129.043,13.67,0.611,0.038,,,,,,,,71.3,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-03-29,145.507,14.887,0.611,0.038,,,,,,,,71.3,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-03-30,156.356,14.718,0.726,0.055,,,,,,,,71.3,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-03-31,166.518,14.462,0.802,0.065,3.132,16.274,,,,,,71.3,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-04-01,179.812,13.398,0.84,0.065,3.285,16.847,,,,,,71.3,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-04-02,190.088,13.932,0.917,0.071,3.514,15.853,,,,,,73.15,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-04-03,199.561,12.219,1.07,0.071,3.553,17.458,,,,,,73.15,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-04-04,208.348,11.329,1.261,0.093,3.629,18.718,,,,,,73.15,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-04-05,215.262,9.965,1.375,0.109,3.667,17.458,,,,,,73.15,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-04-06,219.426,9.01,1.566,0.12,3.553,11.651,,,,,,73.15,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-04-07,223.246,8.104,1.872,0.153,3.323,10.047,,,,,,73.15,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-04-08,227.524,6.816,1.948,0.158,3.094,10.009,,,,,,73.15,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-04-09,231.192,5.872,2.025,0.158,3.094,9.436,,,,,,73.15,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-04-10,235.012,5.064,2.101,0.147,3.056,9.168,,,,,,73.15,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-04-11,238.297,4.278,2.216,0.136,3.171,9.13,,,,,,73.15,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-04-12,240.245,3.569,2.33,0.136,3.018,8.672,,,,,,73.15,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-04-13,241.506,3.154,2.407,0.12,3.056,8.786,,,,,,73.15,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-04-14,243.187,2.849,2.407,0.076,2.789,8.175,,,,,,73.15,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-04-15,245.097,2.51,2.445,0.071,2.559,7.678,,,,,,69.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-04-16,246.701,2.216,2.521,0.071,2.292,7.335,,,,,,69.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-04-17,247.083,1.724,2.559,0.065,2.101,7.029,,,,,,69.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-04-18,249.566,1.61,2.75,0.076,1.834,6.762,,,,,,69.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-04-19,251.591,1.621,2.789,0.065,1.872,6.494,,,,,,69.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-04-20,252.584,1.583,2.827,0.06,1.795,6.38,,,,,,69.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-04-21,253.081,1.413,2.865,0.065,1.757,6.15,,,,,,69.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-04-22,253.921,1.261,2.941,0.071,1.719,5.807,,,,,,69.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-04-23,254.189,1.07,2.98,0.065,1.604,5.272,,,,,,69.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-04-24,254.685,1.086,3.056,0.071,1.643,4.928,,,,,,69.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-04-25,255.449,0.84,3.171,0.06,1.643,4.393,,,,,,69.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-04-26,256.06,0.639,3.247,0.065,1.643,4.317,,,,,,69.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-04-27,256.442,0.551,3.285,0.065,1.604,4.164,,,,,,69.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-04-28,256.901,0.546,3.4,0.076,1.452,3.553,,,,,,69.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-04-29,257.398,0.497,3.591,0.093,1.299,3.4,,,,,,69.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-04-30,257.703,0.502,3.629,0.093,1.07,3.171,,,,,,69.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-05-01,258.314,0.518,3.744,0.098,1.07,3.018,,,,,,69.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-05-02,258.505,0.437,3.744,0.082,1.07,2.865,,,,,,69.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-05-03,259.117,0.437,3.782,0.076,1.07,2.674,,,,,,69.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-05-04,259.804,0.48,3.782,0.071,1.031,2.521,,,,,,69.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-05-05,260.721,0.546,3.82,0.06,1.031,2.368,,,,,,69.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-05-06,261.638,0.606,3.858,0.038,0.879,2.216,,,,,,69.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-05-07,262.631,0.704,3.858,0.033,0.802,2.139,,,,,,69.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-05-08,263.433,0.731,3.858,0.016,0.726,1.948,,,,,,69.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-05-09,264.121,0.802,3.858,0.016,0.649,1.643,,,,,,69.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-05-10,264.694,0.797,3.858,0.011,0.611,1.872,,,,,,69.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-05-11,265.152,0.764,3.858,0.011,0.611,1.795,,,,,,69.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-05-12,265.42,0.671,3.896,0.011,0.649,1.91,,,,,,69.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-05-13,266.031,0.628,3.935,0.011,0.688,1.948,,,,,,69.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-05-14,266.451,0.546,3.935,0.011,0.649,1.757,,,,,,69.44,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-05-15,266.986,0.508,3.935,0.011,0.611,1.872,,,,,,65.74,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-05-16,268.132,0.573,3.935,0.011,0.611,1.91,,,,,,64.35,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-05-17,268.781,0.584,3.935,0.011,0.458,1.719,,,,,,64.35,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-05-18,269.125,0.568,3.973,0.016,0.42,1.795,,,,,,67.13,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-05-19,269.698,0.611,3.973,0.011,0.344,1.643,,,,,,67.13,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-05-20,270.004,0.568,4.011,0.011,0.344,1.566,,,,,,67.13,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-05-21,270.424,0.568,4.011,0.011,0.267,1.49,,,,,,67.13,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-05-22,270.5,0.502,4.049,0.016,0.191,1.337,,,,,,67.13,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-05-23,271.035,0.415,4.087,0.022,0.191,1.261,,,,,,67.13,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-05-24,271.455,0.382,4.087,0.022,0.191,1.184,,,,,,67.13,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-05-25,271.57,0.349,4.087,0.016,0.191,1.146,,,,,,65.28,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-05-26,271.914,0.317,4.087,0.016,0.229,1.146,,,,,,65.28,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-05-27,272.487,0.355,4.087,0.011,0.191,1.108,,,,,,65.28,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-05-28,272.716,0.327,4.087,0.011,0.153,0.879,,,,,,65.28,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-05-29,273.136,0.377,4.087,0.005,0.153,0.84,,,,,,63.43,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-05-30,274.015,0.426,4.087,0.0,0.153,0.764,,,,,,63.43,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-05-31,274.473,0.431,4.087,0.0,0.115,0.764,,,,,,63.43,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-06-01,274.855,0.469,4.087,0.0,0.153,0.993,,,,,,62.04,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-06-02,275.199,0.469,4.087,0.0,0.191,0.955,,,,,,62.04,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-06-03,275.849,0.48,4.087,0.0,0.153,0.84,,,,,,62.04,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-06-04,276.154,0.491,4.087,0.0,0.076,0.802,,,,,,62.04,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-06-05,276.574,0.491,4.087,0.0,0.153,0.802,,,,,,62.04,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-06-06,276.995,0.426,4.087,0.0,0.115,0.688,,,,,,62.04,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-06-07,277.147,0.382,4.087,0.0,0.115,0.726,,,,,,62.04,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-06-08,277.338,0.355,4.087,0.0,0.076,0.688,,,,,,62.04,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-06-09,277.529,0.333,4.087,0.0,0.115,0.764,,,,,,60.19,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-06-10,277.606,0.251,4.087,0.0,0.076,0.688,,,,,,60.19,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-06-11,277.606,0.207,4.087,0.0,0.076,0.649,,,,,,60.19,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-06-12,278.293,0.246,4.087,0.0,0.076,0.611,,,,,,50.46,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-06-13,278.484,0.213,4.087,0.0,0.115,0.611,,,,,,50.46,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-06-14,278.943,0.256,4.087,0.0,0.153,0.649,,,,,,50.46,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-06-15,279.63,0.327,4.087,0.0,0.115,0.649,,,,,,50.46,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-06-16,280.203,0.382,4.087,0.0,0.115,0.611,,,,,,50.46,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-06-17,280.662,0.437,4.087,0.0,0.076,0.535,,,,,,50.46,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-06-18,281.54,0.562,4.087,0.0,0.076,0.573,,,,,,50.46,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-06-19,282.343,0.578,4.087,0.0,0.115,0.649,,,,,,50.46,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-06-20,283.03,0.649,4.087,0.0,0.076,0.611,,,,,,50.46,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-06-21,284.062,0.731,4.087,0.0,0.076,0.688,,,,,,50.46,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-06-22,285.017,0.769,4.087,0.0,0.115,0.726,,,,,,50.46,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-06-23,285.513,0.759,4.087,0.0,0.076,0.611,,,,,,52.31,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-06-24,286.201,0.791,4.087,0.0,0.076,0.611,,,,,,52.31,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-06-25,287.309,0.824,4.126,0.005,0.038,0.458,,,,,,52.31,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-06-26,288.722,0.911,4.126,0.005,0.038,0.458,,,,,,52.31,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
Australia,2020-06-27,290.136,1.015,4.126,0.005,0.038,0.42,,,,,,52.31,3.202,37.9,0.5,107.791,5.07,13.0,16.5,3.84,26177410.0
