location,date,total_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_smoothed_per_million,icu_patients_per_million,hosp_patients_per_million,total_vaccinations_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,hospital_beds_per_thousand,population
Nepal,2020-06-04,86.226,7.445,0.327,0.023,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-06-05,95.327,7.95,0.393,0.028,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-06-06,105.9,8.577,0.458,0.037,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-06-07,112.873,8.773,0.458,0.028,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-06-08,123.152,9.124,0.491,0.033,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-06-09,133.726,9.288,0.524,0.037,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-06-10,142.859,9.652,0.524,0.033,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-06-11,151.043,9.26,0.524,0.028,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-06-12,165.709,10.055,0.557,0.023,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-06-13,174.646,9.821,0.622,0.023,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-06-14,188.558,10.812,0.655,0.028,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-06-15,203.322,11.453,0.655,0.023,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-06-16,215.762,11.719,0.655,0.019,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-06-17,234.945,13.155,0.687,0.023,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-06-18,256.911,15.124,0.753,0.033,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-06-19,270.856,15.021,0.753,0.028,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-06-20,281.692,15.292,0.753,0.019,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-06-21,295.473,15.274,0.786,0.019,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-06-22,312.987,15.666,0.786,0.019,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-06-23,330.599,16.405,0.818,0.023,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-06-24,351.19,16.606,0.818,0.019,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-06-25,365.397,15.498,0.884,0.019,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-06-26,384.809,16.279,0.917,0.023,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-06-27,402.945,17.322,0.949,0.028,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-06-28,418.102,17.518,0.949,0.023,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-06-29,433.684,17.242,0.982,0.028,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-06-30,444.029,16.204,0.982,0.023,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-07-01,459.807,15.517,1.048,0.033,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-07-02,475.291,15.699,1.08,0.028,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-07-03,499.516,16.387,1.113,0.028,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-07-04,507.11,14.881,1.178,0.033,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-07-05,516.702,14.086,1.178,0.033,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-07-06,522.594,12.701,1.244,0.037,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-07-07,529.273,12.178,1.244,0.037,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-07-08,537.62,11.116,1.244,0.028,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-07-09,541.156,9.409,1.244,0.023,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-07-10,545.019,6.5,1.244,0.019,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-07-11,547.31,5.743,1.342,0.023,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-07-12,549.994,4.756,1.342,0.023,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-07-13,554.708,4.588,1.342,0.014,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-07-14,558.506,4.176,1.342,0.014,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-07-15,562.303,3.526,1.375,0.019,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-07-16,567.77,3.802,1.375,0.019,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-07-17,571.076,3.723,1.408,0.023,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-07-18,572.942,3.662,1.408,0.009,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-07-19,578.049,4.008,1.408,0.009,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-07-20,584.138,4.204,1.408,0.009,,,,,,,,92.59,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-07-21,589.048,4.363,1.408,0.009,,,,,,,,81.48,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-07-22,592.322,4.288,1.473,0.014,,,,,,,,74.07,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-07-23,597.134,4.195,1.506,0.019,,,,,,,,74.07,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-07-24,601.488,4.345,1.539,0.019,,,,,,,,78.7,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-07-25,605.056,4.588,1.571,0.023,,,,,,,,78.7,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-07-26,609.312,4.466,1.571,0.023,,,,,,,,78.7,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-07-27,613.862,4.246,1.67,0.037,,,,,,,,78.7,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-07-28,624.043,4.999,1.735,0.047,,,,,,,,78.7,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-07-29,630.917,5.514,1.735,0.037,,,,,,,,78.7,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-07-30,639.887,6.108,1.833,0.047,,,,,,,,78.7,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-07-31,647.22,6.533,1.964,0.061,,,,,,,,78.7,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-08-01,657.531,7.497,1.964,0.056,,,,,,,,78.7,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-08-02,665.585,8.039,1.997,0.061,,,,,,,,78.7,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-08-03,679.268,9.344,1.997,0.047,,,,,,,,78.7,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-08-04,687.747,9.101,2.03,0.042,,,,,,,,78.7,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-08-05,700.219,9.9,2.095,0.051,,,,,,,,78.7,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-08-06,712.004,10.302,2.259,0.061,,,,,,,,78.7,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-08-07,727.193,11.425,2.422,0.065,,,,,,,,84.26,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-08-08,739.567,11.719,2.521,0.08,,,,,,,,84.26,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-08-09,752.007,12.346,2.619,0.089,,,,,,,,84.26,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-08-10,763.072,11.972,2.783,0.112,,,,,,,,84.26,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-08-11,783.957,13.744,2.979,0.136,,,,,,,,90.74,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-08-12,799.801,14.226,3.241,0.164,,,,,,,,90.74,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-08-13,816.988,14.998,3.405,0.164,,,,,,,,90.74,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-08-14,836.433,15.606,3.568,0.164,,,,,,,,90.74,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-08-15,851.753,16.027,3.666,0.164,,,,,,,,90.74,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-08-16,872.737,17.247,3.732,0.159,,,,,,,,90.74,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-08-17,891.756,18.383,3.83,0.15,,,,,,,,90.74,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-08-18,925.016,20.151,4.125,0.164,,,,,,,,90.74,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-08-19,947.309,21.073,4.321,0.154,,,,,,,,85.19,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-08-20,970.453,21.924,4.55,0.164,,,,,,,,85.19,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-08-21,997.886,23.065,4.91,0.192,,,,,,,,82.41,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-08-22,1018.64,23.841,5.238,0.224,,,,,,,,82.41,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-08-23,1045.418,24.669,5.369,0.234,,,,,,,,82.41,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-08-24,1069.741,25.426,5.631,0.257,,,,,,,,82.41,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-08-25,1097.73,24.673,5.925,0.257,,,,,,,,82.41,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-08-26,1126.701,25.627,6.318,0.285,,,,,,,,82.41,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-08-27,1163.071,27.517,6.613,0.295,,,,,,,,82.41,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-08-28,1193.417,27.933,7.038,0.304,,,,,,,,82.41,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-08-29,1222.355,29.102,7.497,0.323,,,,,,,,82.41,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-08-30,1262.326,30.987,7.988,0.374,,,,,,,,82.41,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-08-31,1291.755,31.716,8.282,0.379,,,,,,,,82.41,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-09-01,1326.75,32.717,8.773,0.407,,,,,,,,82.41,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-09-02,1363.414,33.816,9.199,0.412,,,,,,,,76.85,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-09-03,1403.613,34.363,9.428,0.402,,,,,,,,76.85,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-09-04,1448.101,36.384,9.952,0.416,,,,,,,,76.85,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-09-05,1482.179,37.118,10.345,0.407,,,,,,,,76.85,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-09-06,1514.26,35.991,10.705,0.388,,,,,,,,74.07,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-09-07,1546.309,36.365,11.065,0.398,,,,,,,,74.07,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-09-08,1575.836,35.584,11.294,0.36,,,,,,,,74.07,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-09-09,1611.224,35.401,11.523,0.332,,,,,,,,74.07,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-09-10,1652.013,35.486,11.719,0.327,,,,,,,,74.07,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-09-11,1699.611,35.93,11.916,0.281,,,,,,,,74.07,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-09-12,1738.926,36.678,12.472,0.304,,,,,,,,74.07,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-09-13,1772.939,36.954,12.767,0.295,,,,,,,,74.07,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-09-14,1811.24,37.847,13.291,0.318,,,,,,,,76.85,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-09-15,1859.001,40.452,13.749,0.351,,,,,,,,76.85,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-09-16,1909.382,42.594,14.076,0.365,,,,,,,,76.85,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-09-17,1950.17,42.594,14.273,0.365,,,,,,,,76.85,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-09-18,2016.297,45.241,14.567,0.379,,,,,,,,76.85,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-09-19,2055.711,45.255,14.993,0.36,,,,,,,,76.85,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-09-20,2099.086,46.592,15.451,0.383,,,,,,,,76.85,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-09-21,2136.863,46.518,16.008,0.388,,,,,,,,76.85,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-09-22,2181.253,46.036,16.106,0.337,,,,,,,,76.85,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-09-23,2219.619,44.32,16.433,0.337,,,,,,,,76.85,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-09-24,2268.624,45.493,17.121,0.407,,,,,,,,76.85,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-09-25,2311.607,42.187,17.415,0.407,,,,,,,,76.85,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-09-26,2351.119,42.201,17.841,0.407,,,,,,,,76.85,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-09-27,2402.612,43.361,18.365,0.416,,,,,,,,76.85,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-09-28,2446.838,44.282,18.758,0.393,,,,,,,,76.85,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-09-29,2496.367,45.016,19.15,0.435,,,,,,,,76.85,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-09-30,2547.403,46.826,19.641,0.458,,,,,,,,76.85,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-10-01,2609.961,48.762,20.263,0.449,,,,,,,,76.85,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-10-02,2699.068,55.352,20.787,0.482,,,,,,,,76.85,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-10-03,2768.468,59.621,21.147,0.472,,,,,,,,76.85,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-10-04,2842.221,62.801,21.573,0.458,,,,,,,,76.85,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-10-05,2922.097,67.894,22.359,0.514,,,,,,,,76.85,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-10-06,2972.87,68.072,22.85,0.528,,,,,,,,76.85,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-10-07,3085.448,76.864,23.603,0.566,,,,,,,,76.85,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-10-08,3228.307,88.335,24.094,0.547,,,,,,,,76.85,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-10-09,3295.711,85.235,24.781,0.571,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-10-10,3459.651,98.741,25.567,0.631,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-10-11,3527.447,97.889,26.712,0.734,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-10-12,3659.929,105.405,27.367,0.716,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-10-13,3776.338,114.781,28.447,0.8,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-10-14,3862.695,111.035,29.168,0.795,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-10-15,3985.421,108.159,30.281,0.884,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-10-16,4129.197,119.069,31.394,0.945,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-10-17,4232.871,110.46,31.917,0.907,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-10-18,4329.18,114.533,32.474,0.823,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-10-19,4453.249,113.331,33.423,0.865,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-10-20,4554.501,111.166,34.209,0.823,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-10-21,4742.502,125.687,35.486,0.903,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-10-22,4861.563,125.163,36.533,0.893,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-10-23,5008.841,125.663,37.744,0.907,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-10-24,5081.678,121.258,38.792,0.982,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-10-25,5175.172,120.856,39.643,1.024,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-10-26,5232.165,111.274,40.822,1.057,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-10-27,5250.824,99.475,41.804,1.085,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-10-28,5314.79,81.755,42.655,1.024,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-10-29,5392.177,75.802,43.67,1.019,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-10-30,5507.309,71.21,44.652,0.987,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-10-31,5589.411,72.533,45.797,1.001,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-11-01,5681.856,72.384,46.878,1.034,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-11-02,5777.871,77.958,47.86,1.005,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-11-03,5879.81,89.855,49.071,1.038,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-11-04,5988.133,96.192,50.446,1.113,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-11-05,6088.01,99.405,51.592,1.132,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-11-06,6183.238,96.561,52.476,1.118,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-11-07,6273.36,97.707,53.196,1.057,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-11-08,6365.577,97.674,54.407,1.076,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-11-09,6449.74,95.981,55.52,1.094,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-11-10,6539.306,94.214,56.698,1.09,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-11-11,6623.404,90.753,57.91,1.066,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-11-12,6686.027,85.431,58.924,1.048,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-11-13,6755.133,81.699,59.776,1.043,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-11-14,6818.837,77.925,60.398,1.029,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-11-15,6867.187,71.659,61.183,0.968,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-11-16,6906.372,65.233,61.903,0.912,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-11-17,6922.806,54.786,62.787,0.87,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-11-18,6970.011,49.515,63.573,0.809,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-11-19,7038.854,50.404,64.424,0.786,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-11-20,7102.525,49.627,65.472,0.814,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-11-21,7157.325,48.355,65.897,0.786,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-11-22,7211.961,49.253,66.617,0.776,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-11-23,7276.778,52.915,67.37,0.781,,,,,,,,63.89,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-11-24,7335.375,58.938,68.32,0.79,,,,,,,,60.19,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-11-25,7399.144,61.305,69.4,0.832,,,,,,,,60.19,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-11-26,7451.98,59.018,70.447,0.86,,,,,,,,60.19,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
Nepal,2020-11-27,7507.729,57.886,71.528,0.865,,,,,,,,60.19,204.43,25.0,15.0,260.797,7.26,9.5,37.8,0.3,30547586.0
