CountryName,Date,total_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_smoothed_per_million,icu_patients_per_million,hosp_patients_per_million,total_vaccinations_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed_per_hundred,population_density,median_age,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,hospital_beds_per_thousand,population,C1M_School closing,C2M_Workplace closing,C3M_Cancel public events,C4M_Restrictions on gatherings,C5M_Close public transport,C6M_Stay at home requirements,C7M_Restrictions on internal movement,C8EV_International travel controls,E1_Income support,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6M_Facial Coverings,H8M_Protection of elderly people,StringencyIndex_Average,GovernmentResponseIndex_Average,ContainmentHealthIndex_Average,EconomicSupportIndex
Australia,20200209,0.573,0.016,,0,,,,,,,,3.202,37.9,0.5,107.791,5.07,13,16.5,3.84,26177410,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,19.44,19.27,22.02,0
Australia,20200210,0.573,0.016,,0,,,,,,,,3.202,37.9,0.5,107.791,5.07,13,16.5,3.84,26177410,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,19.44,19.27,22.02,0
Australia,20200211,0.573,0.016,,0,,,,,,,,3.202,37.9,0.5,107.791,5.07,13,16.5,3.84,26177410,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,19.44,19.27,22.02,0
Australia,20200212,0.573,0.011,,0,,,,,,,,3.202,37.9,0.5,107.791,5.07,13,16.5,3.84,26177410,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,19.44,19.27,22.02,0
Australia,20200213,0.573,0.005,,0,,,,,,,,3.202,37.9,0.5,107.791,5.07,13,16.5,3.84,26177410,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,19.44,19.27,22.02,0
Australia,20200214,0.573,0,,0,,,,,,,,3.202,37.9,0.5,107.791,5.07,13,16.5,3.84,26177410,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,19.44,19.27,22.02,0
Australia,20200215,0.573,0,,0,,,,,,,,3.202,37.9,0.5,107.791,5.07,13,16.5,3.84,26177410,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,19.44,19.27,22.02,0
Australia,20200216,0.573,0,,0,,,,,,,,3.202,37.9,0.5,107.791,5.07,13,16.5,3.84,26177410,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,19.44,19.27,22.02,0
Australia,20200217,0.573,0,,0,,,,,,,,3.202,37.9,0.5,107.791,5.07,13,16.5,3.84,26177410,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,19.44,19.27,22.02,0
Australia,20200218,0.573,0,,0,,,,,,,,3.202,37.9,0.5,107.791,5.07,13,16.5,3.84,26177410,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,19.44,19.27,22.02,0
Australia,20200219,0.573,0,,0,,,,,,,,3.202,37.9,0.5,107.791,5.07,13,16.5,3.84,26177410,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,19.44,19.27,22.02,0
Australia,20200220,0.573,0,,0,,,,,,,,3.202,37.9,0.5,107.791,5.07,13,16.5,3.84,26177410,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,19.44,19.27,22.02,0
Australia,20200221,0.573,0,,0,,,,,,,,3.202,37.9,0.5,107.791,5.07,13,16.5,3.84,26177410,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,19.44,19.27,22.02,0
